Employee Number,Retention,Age,Gender,Education,Marital Status,Distance From Home,Hourly Rate,Daily Rate,Monthly Rate,Monthly Income,Percent Salary Hike,Education Field,Department,Job Role,Performance Rating,Standard Hours,Stock Option Level,BusinessTravel,Training Times Last Year,Over Time,Job Satisfaction,Job Involvement,Relationship Satisfaction,Environment Satisfaction,Work Life Balance,Num Companies Worked,Total Working Years,Years At Company,Job Level,Years Since Last Promotion,Years In Current Role,Years With Current Manager
1277,0,45,0,3,Single,2,94,1449,2493,18824,16,Marketing,Sales,Manager,3,80,0,Travel_Rarely,2,1,2,1,1,1,3,2,26,24,5,1,10,11
1278,1,55,1,1,Divorced,8,37,177,25592,13577,15,Medical,Research & Development,Healthcare Representative,3,80,1,Non-Travel,3,1,2,2,4,4,3,1,34,33,4,15,9,0
1279,0,21,0,2,Single,10,45,251,25308,2625,20,Life Sciences,Research & Development,Laboratory Technician,4,80,0,Travel_Frequently,2,0,3,2,3,1,1,1,2,2,1,2,2,2
1280,1,46,0,2,Married,4,33,168,9946,18789,14,Marketing,Sales,Manager,3,80,1,Travel_Rarely,2,0,2,2,3,4,3,2,26,11,5,0,4,8
1281,1,34,0,3,Single,2,86,131,6039,4538,12,Marketing,Sales,Sales Executive,3,80,0,Travel_Rarely,3,1,1,3,4,3,3,0,4,3,2,0,2,2
1282,1,51,1,3,Divorced,9,83,237,19196,19847,24,Life Sciences,Sales,Manager,4,80,1,Travel_Frequently,5,1,2,3,1,4,2,4,31,29,5,11,10,10
1283,1,59,1,4,Single,18,67,1429,20002,10512,12,Medical,Research & Development,Manufacturing Director,3,80,0,Travel_Rarely,6,0,4,3,4,4,2,6,25,9,3,5,7,4
1285,1,34,0,3,Divorced,19,46,135,22534,4444,13,Medical,Research & Development,Laboratory Technician,3,80,2,Travel_Frequently,2,0,2,3,3,3,4,4,15,11,2,5,8,10
1286,1,28,1,4,Single,1,44,791,6842,2154,11,Medical,Research & Development,Laboratory Technician,3,80,0,Travel_Frequently,2,1,3,3,3,4,2,0,5,4,1,0,2,2
1288,1,44,1,2,Divorced,4,92,1199,17477,19190,14,Life Sciences,Research & Development,Manager,3,80,2,Travel_Rarely,4,0,1,4,4,3,2,1,26,25,5,14,9,13
1289,1,34,1,3,Married,11,56,648,21833,4490,11,Life Sciences,Human Resources,Human Resources,3,80,2,Travel_Frequently,5,0,2,2,4,3,4,4,14,10,2,1,9,8
1291,1,35,1,1,Married,6,66,735,6020,3506,14,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Rarely,3,1,3,3,4,3,3,0,4,3,1,2,2,2
1292,1,42,0,4,Married,7,78,603,5628,2372,16,Medical,Research & Development,Research Scientist,3,80,0,Travel_Rarely,2,1,2,4,4,2,3,6,18,1,2,0,0,0
1293,1,43,0,4,Single,4,56,531,20364,10231,14,Marketing,Sales,Sales Executive,3,80,0,Travel_Rarely,3,0,4,2,4,4,4,3,23,21,3,15,7,17
1294,1,36,0,4,Single,2,53,429,2323,5410,11,Life Sciences,Research & Development,Manufacturing Director,3,80,0,Travel_Rarely,2,1,2,3,4,3,3,9,18,16,2,5,14,12
1295,0,44,0,3,Married,15,73,621,14075,7978,11,Medical,Research & Development,Healthcare Representative,3,80,1,Travel_Rarely,2,0,4,3,4,1,3,1,10,10,3,0,7,5
1296,1,28,1,3,Married,2,52,193,14222,3867,12,Life Sciences,Research & Development,Laboratory Technician,3,80,1,Travel_Frequently,2,1,4,2,2,4,3,1,2,2,1,2,2,2
1297,1,51,0,2,Single,6,40,968,4257,2838,14,Medical,Research & Development,Laboratory Technician,3,80,0,Travel_Frequently,6,0,3,2,2,2,2,0,8,7,1,7,0,7
1298,1,30,0,2,Single,9,72,879,12858,4695,18,Medical,Research & Development,Manufacturing Director,3,80,0,Non-Travel,3,1,3,3,3,3,3,7,10,8,2,1,4,7
1299,0,29,0,3,Divorced,7,39,806,17285,3339,13,Technical Degree,Research & Development,Laboratory Technician,3,80,2,Travel_Rarely,2,1,3,3,1,2,3,3,10,7,1,7,7,7
1301,1,28,1,3,Single,1,84,640,4732,2080,11,Technical Degree,Research & Development,Research Scientist,3,80,0,Travel_Rarely,2,0,1,3,2,4,2,2,5,3,1,1,2,2
1303,1,25,0,3,Single,1,40,266,18830,2096,18,Medical,Research & Development,Research Scientist,3,80,0,Travel_Rarely,3,0,2,3,4,4,2,1,2,2,1,2,2,1
1304,1,32,1,3,Married,8,56,604,11693,6209,15,Medical,Sales,Sales Executive,3,80,2,Travel_Rarely,4,0,4,4,3,3,4,1,10,10,2,0,7,8
1306,1,45,0,3,Single,25,83,364,13035,18061,22,Medical,Research & Development,Manager,4,80,0,Travel_Frequently,4,0,2,3,3,2,3,3,22,0,5,0,0,0
1307,1,39,0,4,Divorced,13,94,412,17334,17123,13,Medical,Research & Development,Manager,3,80,2,Travel_Rarely,4,1,2,2,4,3,3,6,21,19,4,15,9,2
1308,1,58,1,4,Divorced,23,88,848,26076,2372,12,Life Sciences,Research & Development,Research Scientist,3,80,2,Travel_Rarely,3,0,3,3,4,1,3,1,2,2,1,2,2,2
1309,0,32,1,2,Married,7,79,1089,22845,4883,18,Life Sciences,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,3,0,3,3,1,4,3,1,10,10,2,1,4,1
1310,0,39,1,3,Single,23,93,360,22154,3904,13,Medical,Research & Development,Research Scientist,3,80,0,Travel_Rarely,2,0,1,3,1,3,3,0,6,5,1,0,2,3
1311,1,30,0,3,Married,6,48,1138,23631,4627,12,Technical Degree,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,6,0,4,2,1,1,3,0,10,9,2,6,2,7
1312,1,36,0,4,Married,10,63,325,5747,7094,12,Technical Degree,Research & Development,Healthcare Representative,3,80,0,Travel_Rarely,0,0,3,3,1,4,3,3,10,7,3,1,7,7
1314,1,46,0,2,Single,1,44,991,22957,3423,12,Life Sciences,Human Resources,Human Resources,3,80,0,Travel_Rarely,3,0,1,3,3,4,4,6,10,7,1,5,6,7
1315,1,28,0,3,Married,1,55,1476,16392,6674,11,Life Sciences,Research & Development,Laboratory Technician,3,80,3,Non-Travel,6,0,4,1,1,3,3,0,10,9,2,7,8,5
1317,1,50,0,3,Married,28,43,1322,22422,16880,11,Life Sciences,Research & Development,Research Director,3,80,0,Travel_Rarely,2,1,1,3,2,4,3,4,25,3,4,1,2,2
1318,0,40,1,4,Single,25,57,299,17235,9094,12,Marketing,Sales,Sales Executive,3,80,0,Travel_Rarely,2,1,2,2,3,4,3,2,9,5,3,1,4,0
1319,0,52,1,3,Single,5,64,1030,21534,8446,19,Life Sciences,Sales,Sales Executive,3,80,0,Travel_Rarely,2,1,2,3,3,2,2,9,10,8,3,7,7,7
1321,1,30,0,4,Married,17,95,634,25927,11916,23,Medical,Research & Development,Manager,4,80,2,Travel_Rarely,2,1,1,3,4,2,3,1,9,9,3,0,1,8
1322,1,39,1,2,Single,18,32,524,13352,4534,11,Life Sciences,Research & Development,Manufacturing Director,3,80,0,Travel_Rarely,6,0,3,3,1,1,3,0,9,8,2,1,7,7
1324,1,31,0,4,Divorced,2,57,587,8935,9852,19,Life Sciences,Sales,Sales Executive,3,80,1,Non-Travel,5,1,3,3,1,4,2,1,10,10,3,9,8,6
1329,1,41,1,2,Single,10,40,256,22074,6151,13,Medical,Sales,Sales Executive,3,80,0,Non-Travel,4,0,2,1,1,3,3,1,19,19,2,11,2,9
1331,0,31,0,3,Single,1,54,1060,8319,2302,11,Life Sciences,Sales,Sales Representative,3,80,0,Travel_Frequently,2,1,2,3,1,4,4,1,3,3,1,2,2,2
1333,0,44,1,3,Married,3,89,935,14669,2362,12,Life Sciences,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,4,0,1,3,3,1,4,4,10,3,1,1,2,2
1334,1,42,1,1,Married,2,37,495,26582,17861,13,Life Sciences,Research & Development,Manager,3,80,0,Non-Travel,3,1,3,3,4,3,2,0,21,20,4,2,8,10
1336,1,55,0,2,Married,2,58,282,6992,19187,14,Medical,Research & Development,Manager,3,80,1,Travel_Rarely,5,0,3,1,4,4,3,4,23,19,5,9,9,11
1338,1,56,1,4,Single,8,99,206,4022,19717,14,Life Sciences,Human Resources,Manager,3,80,0,Travel_Rarely,4,0,2,3,1,4,3,6,36,7,5,7,3,7
1340,1,40,1,2,Divorced,16,74,458,8532,3544,16,Life Sciences,Research & Development,Research Scientist,3,80,1,Non-Travel,0,0,3,3,2,3,3,9,6,4,1,0,2,0
1344,1,34,1,3,Divorced,9,86,943,5494,8500,11,Life Sciences,Research & Development,Healthcare Representative,3,80,1,Travel_Rarely,0,0,4,3,4,4,2,0,10,9,3,1,7,6
1346,1,40,1,3,Single,2,98,523,22455,4661,13,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Rarely,4,0,4,3,3,3,3,1,9,9,2,8,8,8
1349,1,41,0,3,Divorced,1,66,1018,4297,4103,17,Marketing,Sales,Sales Executive,3,80,1,Travel_Frequently,2,0,1,3,4,3,3,0,10,9,2,1,3,7
1350,1,35,1,4,Single,4,87,482,2690,4249,11,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Frequently,3,1,3,3,2,3,3,1,9,9,2,1,6,1
1352,1,51,1,3,Divorced,5,84,770,17588,14026,11,Life Sciences,Human Resources,Manager,3,80,1,Travel_Rarely,2,1,2,3,2,3,3,1,33,33,4,0,9,10
1355,1,38,0,2,Divorced,2,31,1009,19461,6893,15,Life Sciences,Sales,Sales Executive,3,80,1,Travel_Rarely,3,0,1,3,4,2,3,3,11,7,2,1,7,7
1356,1,34,0,2,Single,15,66,507,23553,6125,12,Medical,Sales,Sales Executive,3,80,0,Travel_Rarely,6,0,1,3,4,3,4,1,10,10,2,9,8,6
1358,1,25,1,1,Married,19,67,882,9075,3669,11,Medical,Research & Development,Laboratory Technician,3,80,3,Travel_Rarely,6,0,4,3,3,4,2,3,7,3,1,1,2,2
1360,0,58,0,4,Married,7,53,601,12023,10008,14,Medical,Research & Development,Manufacturing Director,3,80,0,Travel_Rarely,0,1,1,2,4,3,2,7,31,10,3,5,9,9
1361,1,40,1,4,Married,1,88,329,6762,2387,22,Life Sciences,Research & Development,Laboratory Technician,4,80,1,Travel_Rarely,3,0,2,3,3,2,3,3,7,4,1,0,2,3
1362,1,36,0,3,Married,7,83,607,2261,4639,16,Marketing,Sales,Sales Executive,3,80,1,Travel_Frequently,2,0,1,4,4,1,2,2,17,15,2,6,7,13
1363,1,48,1,3,Single,4,54,855,18706,7898,11,Life Sciences,Research & Development,Manufacturing Director,3,80,0,Travel_Rarely,2,0,4,3,3,4,3,1,11,10,3,0,9,8
1364,1,27,0,3,Married,11,98,1291,6527,2534,14,Medical,Sales,Sales Representative,3,80,1,Travel_Rarely,4,0,4,4,2,3,3,8,5,1,1,0,0,0
1367,1,51,0,2,Single,11,82,1405,24439,13142,16,Technical Degree,Research & Development,Manufacturing Director,3,80,0,Travel_Rarely,1,0,2,2,2,4,2,3,29,5,4,0,2,3
1368,1,18,0,3,Single,1,97,1124,19305,1611,15,Life Sciences,Research & Development,Laboratory Technician,3,80,0,Non-Travel,5,0,4,3,3,4,4,1,0,0,1,0,0,0
1369,1,35,0,3,Married,1,60,817,10846,5363,12,Medical,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,0,0,4,2,2,4,3,0,10,9,2,0,7,0
1371,1,27,1,1,Single,2,43,793,20392,5071,20,Life Sciences,Sales,Sales Executive,4,80,0,Travel_Frequently,3,0,4,1,2,4,3,3,8,6,2,0,2,0
1372,0,55,1,4,Single,13,85,267,9277,13695,17,Marketing,Sales,Sales Executive,3,80,0,Travel_Rarely,2,1,3,4,3,1,2,6,24,19,4,3,7,8
1373,1,56,1,3,Married,23,68,1369,18235,13402,12,Life Sciences,Research & Development,Manufacturing Director,3,80,1,Travel_Rarely,0,1,2,3,1,4,3,4,33,19,4,15,16,9
1374,1,34,0,1,Divorced,26,92,999,15891,2029,20,Technical Degree,Research & Development,Research Scientist,4,80,3,Non-Travel,2,0,3,2,3,1,3,1,5,5,1,0,4,0
1375,1,40,0,1,Divorced,2,89,1202,13888,6377,20,Medical,Research & Development,Healthcare Representative,4,80,3,Travel_Rarely,0,0,3,4,2,2,3,5,15,12,2,11,11,8
1377,1,34,1,3,Married,29,86,285,17491,5429,13,Medical,Research & Development,Laboratory Technician,3,80,2,Travel_Rarely,1,0,3,3,1,2,3,4,10,8,2,7,7,7
1379,0,31,0,3,Single,2,90,703,11882,2785,14,Life Sciences,Sales,Sales Representative,3,80,0,Travel_Frequently,3,0,4,2,3,3,4,7,3,1,1,0,0,0
1380,0,35,0,4,Married,18,67,662,23288,4614,18,Marketing,Sales,Sales Executive,3,80,1,Travel_Frequently,0,1,3,3,3,4,2,0,5,4,2,3,2,2
1382,1,38,1,3,Divorced,7,57,693,15748,2610,11,Life Sciences,Research & Development,Research Scientist,3,80,3,Travel_Frequently,2,0,3,4,4,4,3,1,4,4,1,0,2,3
1383,1,34,0,4,Single,2,98,404,6163,6687,11,Technical Degree,Research & Development,Healthcare Representative,3,80,0,Travel_Rarely,2,0,4,3,4,3,4,1,14,14,2,4,11,11
1387,1,28,1,3,Married,26,48,736,24232,4724,11,Life Sciences,Sales,Sales Executive,3,80,1,Travel_Rarely,0,0,1,2,3,3,3,1,5,5,2,0,3,4
1389,0,31,1,4,Married,22,98,330,21057,6179,15,Medical,Research & Development,Manufacturing Director,3,80,2,Travel_Rarely,3,1,3,3,4,4,2,1,10,10,2,6,2,7
1390,1,39,1,4,Married,21,44,1498,3567,6120,12,Life Sciences,Sales,Sales Executive,3,80,2,Travel_Rarely,2,1,4,2,4,1,4,3,8,5,2,1,4,4
1391,1,51,1,3,Married,2,52,541,15395,10596,11,Marketing,Sales,Sales Executive,3,80,0,Travel_Frequently,5,0,2,3,2,2,3,2,14,4,3,3,2,2
1392,1,41,0,3,Divorced,22,75,1200,13953,5467,14,Life Sciences,Research & Development,Research Scientist,3,80,2,Travel_Frequently,4,1,4,3,1,4,2,3,12,6,2,3,2,3
1394,1,37,1,1,Married,4,54,1439,5182,2996,15,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Rarely,2,1,3,3,4,3,3,7,8,6,1,1,4,3
1395,1,33,1,1,Married,5,61,1111,19293,9998,13,Life Sciences,Sales,Sales Executive,3,80,0,Travel_Frequently,2,0,4,3,1,2,4,6,8,5,2,1,4,2
1396,1,32,1,1,Married,2,36,499,20497,4078,13,Marketing,Sales,Sales Executive,3,80,3,Travel_Rarely,3,1,2,3,1,3,2,0,4,3,2,1,2,2
1397,1,39,1,2,Married,25,71,1485,3449,10920,21,Life Sciences,Research & Development,Healthcare Representative,4,80,1,Non-Travel,2,0,3,3,2,3,3,3,13,6,3,0,4,5
1399,1,25,1,1,Married,18,93,1372,12477,6232,11,Life Sciences,Sales,Sales Executive,3,80,0,Travel_Rarely,3,0,3,4,2,1,2,2,6,3,2,1,2,2
1401,1,52,0,2,Married,28,59,322,9731,13247,11,Medical,Research & Development,Manufacturing Director,3,80,1,Travel_Frequently,3,1,3,4,2,4,2,2,24,5,4,0,3,2
1402,1,43,0,3,Single,6,73,930,20003,4081,14,Medical,Research & Development,Research Scientist,3,80,0,Travel_Rarely,3,1,3,2,1,1,1,1,20,20,2,1,7,8
1403,1,27,0,3,Married,10,98,205,7100,5769,11,Marketing,Sales,Sales Executive,3,80,0,Travel_Rarely,3,1,4,2,4,4,3,1,6,6,2,4,2,4
1405,0,27,0,4,Single,17,51,135,25681,2394,13,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Rarely,2,1,3,3,4,4,3,1,8,8,1,7,2,7
1407,1,26,1,1,Single,2,36,683,4050,3904,12,Medical,Research & Development,Research Scientist,3,80,0,Travel_Rarely,2,0,4,2,4,1,3,0,5,4,1,1,3,1
1408,1,42,0,3,Married,10,31,1147,16616,16799,14,Human Resources,Human Resources,Manager,3,80,1,Travel_Rarely,5,0,1,3,3,3,3,0,21,20,4,0,7,9
1409,1,52,0,4,Married,8,54,258,17363,2950,13,Other,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,2,0,1,3,3,3,1,9,12,5,1,0,4,4
1411,1,37,0,3,Single,11,94,1462,19106,3629,18,Medical,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,6,0,3,3,1,1,3,4,8,3,1,0,2,2
1412,1,35,1,2,Single,18,60,200,19944,9362,11,Life Sciences,Research & Development,Manufacturing Director,3,80,0,Travel_Frequently,2,0,4,3,3,3,3,2,10,2,3,2,2,2
1415,1,25,1,3,Married,1,81,949,4910,3229,11,Technical Degree,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,2,0,4,3,2,1,2,4,7,3,1,0,2,2
1417,1,26,1,3,Single,7,100,652,23577,3578,12,Other,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,2,0,1,4,4,3,3,0,8,7,1,0,7,7
1419,1,29,1,3,Single,17,51,332,9769,7988,13,Other,Human Resources,Human Resources,3,80,0,Travel_Rarely,3,0,1,2,1,2,2,1,10,10,3,0,9,9
1420,0,49,1,2,Single,28,97,1475,22710,4284,20,Life Sciences,Research & Development,Laboratory Technician,4,80,0,Travel_Frequently,2,0,1,2,1,1,3,3,20,4,2,1,3,3
1421,0,29,0,1,Single,14,84,337,22930,7553,12,Other,Research & Development,Healthcare Representative,3,80,0,Travel_Frequently,1,1,4,3,1,3,3,0,9,8,3,7,7,7
1422,1,54,0,3,Single,1,54,971,5652,17328,19,Medical,Research & Development,Research Director,3,80,0,Travel_Rarely,3,0,4,3,4,4,2,6,29,20,4,12,7,7
1423,1,58,0,3,Married,1,76,1055,22456,19701,21,Medical,Research & Development,Research Director,4,80,1,Travel_Rarely,3,1,1,3,3,4,3,3,32,9,5,1,8,5
1424,1,55,1,4,Divorced,1,81,1136,12414,14732,13,Medical,Research & Development,Research Director,3,80,2,Travel_Rarely,4,0,4,4,4,2,4,2,31,7,4,0,7,0
1425,1,36,0,4,Single,3,99,1174,20763,9278,16,Marketing,Sales,Sales Executive,3,80,0,Travel_Rarely,3,1,2,3,4,1,3,3,15,5,2,0,4,1
1427,0,31,0,4,Single,1,50,667,16154,1359,12,Life Sciences,Sales,Sales Representative,3,80,0,Travel_Frequently,3,0,3,1,2,2,3,1,1,1,1,0,0,0
1428,1,30,0,4,Divorced,7,73,855,12761,4779,14,Marketing,Sales,Sales Executive,3,80,2,Travel_Rarely,3,0,1,3,2,4,3,7,8,3,2,0,2,2
1430,1,31,0,5,Single,8,93,182,8847,16422,11,Life Sciences,Research & Development,Research Director,3,80,0,Travel_Rarely,3,0,2,3,3,1,4,3,9,3,4,1,2,0
1431,1,34,1,4,Divorced,1,91,560,20284,2996,14,Other,Research & Development,Research Scientist,3,80,2,Travel_Frequently,2,0,1,3,3,4,3,5,10,4,1,1,3,3
1433,0,31,0,3,Single,8,34,202,22262,1261,12,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Rarely,3,0,2,2,3,1,4,1,1,1,1,0,0,0
1434,1,27,1,1,Married,11,91,1377,7679,2099,14,Life Sciences,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,3,0,1,3,2,2,4,0,6,5,1,1,0,4
1435,1,36,1,4,Single,4,37,172,22604,5810,16,Life Sciences,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,2,0,4,2,3,1,2,1,10,10,2,1,4,8
1436,1,36,0,4,Married,16,98,329,13494,5647,13,Marketing,Sales,Sales Executive,3,80,2,Travel_Rarely,3,0,1,2,1,3,2,4,11,3,2,0,2,2
1438,1,47,1,3,Married,1,74,465,10205,3420,12,Technical Degree,Research & Development,Research Scientist,3,80,1,Travel_Rarely,2,0,4,3,3,1,2,7,17,6,1,1,5,2
1439,0,25,1,2,Married,9,68,383,15182,4400,12,Life Sciences,Sales,Sales Representative,3,80,0,Travel_Rarely,2,0,1,2,1,1,3,3,6,3,1,2,2,2
1440,1,37,1,2,Single,5,84,1413,25470,3500,14,Technical Degree,Research & Development,Laboratory Technician,3,80,0,Non-Travel,2,0,3,4,1,3,1,0,7,6,1,1,5,3
1441,1,56,0,2,Married,1,90,1255,10494,2066,22,Life Sciences,Research & Development,Research Scientist,4,80,1,Travel_Rarely,3,0,1,3,4,1,4,2,5,3,1,1,2,0
1443,1,47,0,4,Married,2,82,359,26703,17169,19,Medical,Research & Development,Research Director,3,80,2,Travel_Rarely,2,0,3,3,2,1,4,3,26,20,4,5,17,6
1445,1,24,0,1,Married,4,42,1476,15211,4162,12,Medical,Sales,Sales Executive,3,80,2,Travel_Rarely,3,1,3,3,3,4,3,1,5,5,2,0,4,3
1446,1,32,1,5,Married,7,97,601,23343,9204,12,Marketing,Sales,Sales Executive,3,80,1,Travel_Rarely,3,0,4,3,3,4,2,4,7,4,2,0,3,3
1447,1,34,0,3,Married,1,86,401,3708,3294,17,Life Sciences,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,2,0,2,2,1,4,2,5,7,5,1,0,4,2
1448,1,41,1,5,Married,5,90,1283,5561,2127,12,Medical,Research & Development,Research Scientist,3,80,0,Travel_Rarely,5,1,3,4,1,2,2,2,7,4,1,0,2,3
1449,1,40,1,4,Divorced,9,81,663,23099,3975,11,Other,Research & Development,Laboratory Technician,3,80,2,Non-Travel,2,0,3,3,3,3,4,3,11,8,2,0,7,7
1453,1,31,1,2,Divorced,8,31,326,8386,10793,18,Life Sciences,Sales,Sales Executive,3,80,1,Travel_Rarely,5,0,4,3,1,1,3,1,13,13,3,9,7,9
1457,0,46,1,3,Divorced,9,52,377,15986,10096,11,Marketing,Sales,Sales Executive,3,80,1,Travel_Rarely,1,0,4,3,1,1,4,4,28,7,3,4,7,3
1458,0,39,0,3,Single,2,54,592,17181,3646,23,Life Sciences,Research & Development,Laboratory Technician,4,80,0,Non-Travel,2,1,1,2,2,1,4,2,11,1,1,0,0,0
1459,0,31,0,5,Single,1,100,1445,8931,7446,11,Life Sciences,Research & Development,Manufacturing Director,3,80,0,Travel_Frequently,2,0,2,4,1,3,3,1,10,10,3,4,8,7
1460,1,45,1,3,Divorced,20,95,1038,19863,10851,18,Medical,Research & Development,Healthcare Representative,3,80,1,Travel_Rarely,2,1,1,1,2,2,3,2,24,7,3,0,7,7
1461,1,31,0,2,Single,8,96,1398,24609,2109,18,Medical,Human Resources,Human Resources,3,80,0,Travel_Rarely,3,0,2,4,4,4,3,9,8,3,1,0,2,2
1464,0,31,1,3,Married,2,94,523,21081,3722,13,Life Sciences,Research & Development,Laboratory Technician,3,80,1,Travel_Frequently,2,1,4,3,3,2,1,6,7,2,1,2,2,2
1465,1,45,1,3,Married,29,55,1448,14720,9380,18,Technical Degree,Research & Development,Manufacturing Director,3,80,2,Travel_Rarely,4,1,4,3,4,2,4,4,10,3,3,1,1,2
1466,1,48,1,3,Divorced,7,96,1221,24795,5486,11,Marketing,Sales,Sales Executive,3,80,3,Travel_Rarely,3,0,1,3,1,3,3,4,15,2,2,2,2,2
1467,0,34,0,4,Married,9,52,1107,3072,2742,15,Technical Degree,Human Resources,Human Resources,3,80,0,Travel_Rarely,0,0,3,3,4,1,3,1,2,2,1,2,2,2
1468,1,40,1,1,Divorced,8,55,218,25178,13757,11,Medical,Research & Development,Research Director,3,80,1,Non-Travel,5,0,2,2,3,4,3,2,16,9,3,4,8,8
1469,1,28,1,3,Single,5,84,866,23490,8463,18,Medical,Sales,Sales Executive,3,80,0,Travel_Rarely,4,0,1,3,4,4,3,0,6,5,2,1,4,3
1471,1,44,1,3,Single,5,90,981,7973,3162,14,Life Sciences,Research & Development,Laboratory Technician,3,80,0,Non-Travel,5,0,3,2,4,3,3,3,7,5,1,0,2,3
1472,1,53,1,3,Single,2,39,447,19764,16598,12,Medical,Research & Development,Research Director,3,80,0,Travel_Rarely,2,0,2,4,2,4,2,4,35,9,4,8,8,8
1473,1,49,1,4,Married,5,96,1495,21534,6651,14,Technical Degree,Research & Development,Healthcare Representative,3,80,1,Travel_Rarely,0,0,3,3,2,1,2,2,20,3,2,1,2,2
1474,1,40,1,3,Divorced,2,68,896,8045,2345,14,Medical,Research & Development,Research Scientist,3,80,1,Travel_Rarely,3,0,3,3,3,3,4,2,8,3,1,1,1,2
1475,1,44,1,3,Single,20,49,1467,21158,3420,13,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Rarely,3,0,2,3,3,4,2,1,6,5,1,1,2,3
1477,1,33,1,3,Married,7,54,430,17456,4373,14,Medical,Sales,Sales Executive,3,80,2,Travel_Frequently,2,0,1,3,1,4,3,0,5,4,2,0,3,3
1478,1,34,1,3,Single,3,81,1326,15891,4759,18,Other,Sales,Sales Executive,3,80,0,Travel_Rarely,2,0,1,1,4,4,3,3,15,13,2,3,9,12
1479,1,30,1,1,Married,16,96,1358,2939,5301,15,Life Sciences,Sales,Sales Executive,3,80,2,Travel_Rarely,2,0,3,3,3,4,2,8,4,2,2,2,1,2
1480,1,42,0,2,Single,9,74,748,16458,3673,13,Medical,Research & Development,Laboratory Technician,3,80,0,Travel_Frequently,3,0,4,3,3,1,3,1,12,12,1,5,9,8
1481,1,44,0,5,Married,1,79,383,9282,4768,12,Marketing,Sales,Sales Executive,3,80,1,Travel_Frequently,4,0,3,3,3,1,2,7,11,1,2,0,0,0
1482,1,30,1,3,Divorced,7,64,990,7152,1274,13,Technical Degree,Research & Development,Research Scientist,3,80,2,Non-Travel,2,0,3,3,2,3,2,1,1,1,1,0,0,0
1483,1,57,1,2,Married,1,93,405,2721,4900,24,Life Sciences,Research & Development,Research Scientist,4,80,1,Travel_Rarely,2,0,3,4,1,2,2,0,13,12,2,2,9,8
1484,1,49,1,4,Divorced,7,35,1490,20948,10466,14,Life Sciences,Research & Development,Healthcare Representative,3,80,2,Travel_Rarely,3,0,2,3,2,3,3,3,29,8,3,0,7,7
1485,1,34,1,3,Divorced,15,71,829,11929,17007,14,Medical,Research & Development,Research Director,3,80,2,Travel_Frequently,3,0,1,3,4,2,2,7,16,14,4,6,8,9
1486,0,28,1,3,Married,1,92,1496,15747,2909,15,Technical Degree,Sales,Sales Representative,3,80,1,Travel_Frequently,3,0,3,3,4,1,4,3,5,3,1,1,2,2
1487,0,29,0,3,Single,13,51,115,17485,5765,11,Technical Degree,Sales,Sales Executive,3,80,0,Travel_Frequently,4,0,2,3,1,1,1,5,7,5,2,0,3,0
1489,0,34,0,4,Single,24,40,790,7815,4599,23,Medical,Sales,Sales Executive,4,80,0,Travel_Rarely,2,1,2,2,3,1,4,0,16,15,2,10,9,10
1492,1,35,1,1,Married,7,76,660,16192,2404,13,Life Sciences,Sales,Sales Representative,3,80,1,Travel_Rarely,3,0,3,3,1,4,3,1,1,1,1,0,0,0
1494,0,24,1,3,Single,9,89,381,16998,3172,11,Medical,Research & Development,Laboratory Technician,3,80,0,Travel_Frequently,2,1,1,3,3,2,2,2,4,0,1,0,0,0
1495,1,24,0,2,Married,13,78,830,7103,2033,13,Life Sciences,Sales,Sales Representative,3,80,1,Non-Travel,2,0,2,3,3,4,3,1,1,1,1,0,0,0
1496,1,44,1,1,Single,2,86,1193,19719,10209,18,Medical,Research & Development,Manufacturing Director,3,80,0,Travel_Frequently,2,1,3,3,2,2,2,5,16,2,3,2,2,2
1497,1,29,1,3,Divorced,19,77,1246,23757,8620,14,Life Sciences,Sales,Sales Executive,3,80,2,Travel_Rarely,3,0,3,2,3,3,3,1,10,10,2,0,7,4
1499,1,30,1,3,Divorced,1,46,330,15428,2064,21,Life Sciences,Human Resources,Human Resources,4,80,1,Travel_Rarely,3,0,3,3,1,3,4,0,6,5,1,1,3,3
1501,1,55,1,4,Married,4,30,1229,16143,4035,16,Life Sciences,Research & Development,Healthcare Representative,3,80,0,Travel_Rarely,2,1,3,3,2,4,3,0,4,3,2,1,2,2
